"","Symbol_Mouse","Symbol_Rat"
"17556","Olfr996","Olr443"
"17557","Olfr996","Olr444"
"17558","Olfr48","Olr721"
"17559","Olfr356","Olr419"
"17560","Rps6","LOC100911372"
"17561","Rps6","Rps6"
"17562","Gm14459","Ssx1"
"17563","Gm5751","Ssx1"
"17564","Gm6592","Ssx1"
"17565","Gm6797","Ssx1"
"17566","Ssx9","Ssx1"
"17567","Ssxb1","Ssx1"
"17568","Ssxb10","Ssx1"
"17569","Ssxb3","Ssx1"
"17570","Ssxb5","Ssx1"
"17571","Ssxb6","Ssx1"
"17572","Ssxb8","Ssx1"
"17573","Ssxb9","Ssx1"
"17574","Ugt1a6a","Ugt1a6"
"17575","Ugt1a6b","Ugt1a6"
"17576","Zfp780b","Zfp780b"
"17582","Isoc2b","Isoc2b"
"17584","Zscan4b","Zscan4f"
"17585","Zscan4c","Zscan4f"
"17586","Zscan4d","Zscan4f"
"17587","Zscan4e","Zscan4f"
"17588","Zscan4f","Zscan4f"
"17589","Macrod2","Macrod2"
"17590","Dcun1d2","Dcun1d2"
"17591","Serf2","Serf2"
"17592","Accsl","Accsl"
"17593","Selenoh","Selenoh"
"17594","Pate2","Pate2"
"17595","Milr1","Milr1"
"17596","Gm5127","LOC100359656"
"17597","Il20rb","Il20rb"
"17598","Dusp22","Dusp22"
"17599","Morf4l1","Morf4l1"
"17600","Polr2k","Polr2k"
"17601","Atp5l","Atp5mg"
"17602","Nectin2","Nectin2"
"17608","Isoc2a","LOC684270"
"17623","Abca14","Abca14"
"17624","Csprs","Csprs"
"17625","Gm15433","Csprs"
"17626","Gm2666","Csprs"
"17627","Gm7609","Csprs"
"17628","Mrgprx1","Mrgprx1"
"17629","Spint5","Spint5p"
"17630","Aadacl2fm3","RGD1560324"
"17631","Ces2e","Ces2e"
"17632","Ugt1a2","Ugt1a2"
"17633","Fam124a","Fam124a"
"17635","Mrgprb2","Mrgprb2"
"17636","Stfa2","LOC100911790"
"17637","Stfa2","Stfa2"
"17638","Stfa2","Stfa2l2"
"17639","Stfa2l1","LOC100911790"
"17640","Stfa2l1","Stfa2"
"17641","Stfa2l1","Stfa2l2"
"17642","C2cd4d","C2cd4d"
"17643","Frg2f1","Frg2"
"17644","Frg2f10","Frg2"
"17645","Frg2f11","Frg2"
"17646","Frg2f12","Frg2"
"17647","Frg2f13","Frg2"
"17648","Frg2f2","Frg2"
"17649","Frg2f3","Frg2"
"17650","Frg2f4","Frg2"
"17651","Frg2f5","Frg2"
"17652","Frg2f6","Frg2"
"17653","Frg2f7","Frg2"
"17654","Frg2f8","Frg2"
"17655","Frg2f9","Frg2"
"17656","Vinac1","RGD1561442"
"17657","Syce1l","Syce1l"
"17659","Cstdc3","Stfa3"
"17660","Zfp407","Zfp407"
"17661","Nbeal2","Nbeal2"
"17662","Gm8978","Lipo1"
"17663","Lipo1","Lipo1"
"17671","Tex28","Tex28"
"17672","Vmn2r111","LOC100910798"
"17673","Vmn2r111","Vom2r19"
"17674","Vmn2r112","LOC100910798"
"17675","Vmn2r112","Vom2r19"
"17676","Vmn2r114","LOC100910798"
"17677","Vmn2r114","Vom2r19"
"17678","Vmn2r115","LOC100910798"
"17679","Vmn2r115","Vom2r19"
"17680","Vmn2r116","LOC100910798"
"17681","Vmn2r116","Vom2r19"
"17682","Vmn2r117","LOC100910798"
"17683","Vmn2r117","Vom2r19"
"17684","Gm7664","Ns5atp4"
"17685","Gm7133","Slco6d1"
"17686","Gm7135","Slco6d1"
"17687","Slco6d1","Slco6d1"
"17688","F11","F11"
"17689","Olfr1181","Olr623"
"17690","Olfr1181","Olr625"
"17691","Olfr1181","Olr631"
"17692","Olfr1182","Olr623"
"17693","Olfr1182","Olr625"
"17694","Olfr1182","Olr631"
"17695","Olfr1109","Olr541"
"17696","Olfr883","Olr1203"
"17697","Olfr1389","Olr1391"
"17698","Olfr1385","Olr1394"
"17699","Olfr1385","Olr1395"
"17700","Olfr1385","Olr1396"
"17701","Olfr1386","Olr1394"
"17702","Olfr1386","Olr1395"
"17703","Olfr1386","Olr1396"
"17704","Defb29","Defb29"
"17705","Fam170a","Fam170a"
"17706","Sapcd1","Sapcd1"
"17707","Tmem178b","Tmem178b"
"17708","2610008E11Rik","LOC691170"
"17709","Gm17783","LOC685716"
"17710","Gm17783","LOC685767"
"17711","Gm609","LOC685716"
"17712","Gm609","LOC685767"
"17713","Oas1f","Oas1f"
"17714","Zmat1","Zmat1"
"17715","Coq8b","Coq8b"
"17716","Gtf2a1l","Gtf2a1l"
"17717","Ccl9","Ccl9"
"17718","Klri1","Klri1"
"17719","Klri2","Klri2"
"17720","Wfdc16","Wfdc16"
"17721","Sectm1b","Sectm1b"
"17723","Ccl26","Ccl26"
"17724","Syna","Ervfrd-1"
"17725","Lilr4b","Lilrb4"
"17726","Lilrb4a","Lilrb4"
"17727","Sp100","Sp100"
"17728","Potegl","Potec"
"17729","Synb","Synb"
"17730","Gm725","Tas2r7l"
"17731","Lrrc24","Lrrc24"
"17732","Rhox10","Rhox10"
"17733","Iqcf3","Iqcf3"
"17734","BC053393","LOC689968"
"17735","Lpcat2b","Lpcat2b"
"17736","Zfp90","Zfp90"
"17737","Meis1","Meis1"
"17738","Abca17","Abca17"
"17739","Ecscr","Ecscr"
"17740","Calr4","Calr4"
"17741","Agap2","Agap2"
"17743","Tmem102","Tmem102"
"17744","Sh2d1b2","Sh2d1b2"
"17745","4931408C20Rik","LOC689725"
"17746","4931408C20Rik","Spata31e1"
"17747","Clpsl2","Clpsl2"
"17748","Mansc4","Mansc4"
"17749","Defb42","Defb44"
"17750","Mettl7a1","Mettl7a"
"17751","Gm15142","LOC685762"
"17752","Samt2","LOC685762"
"17753","Samt2b","LOC685762"
"17754","Abcg3","Abcg3"
"17755","Abcg3","Abcg3l1"
"17756","Abcg3","Abcg3l3"
"17757","Abcg3","Abcg3l4"
"17758","Zfp94","Zfp94"
"17759","4931429L15Rik","LOC500990"
"17760","Klrc1","Klrc1"
"17761","Klrc1","LOC100910089"
"17762","Defb13","Defb13"
"17763","Defb26","Defb26"
"17764","Defb40","Defb40"
"17765","Defb45","Defb27"
"17766","Defb39","Defb39"
"17767","Defb47","Defb41"
"17768","Defb43","Defb43"
"17769","Defb18","Defb18"
"17770","Defb30","Defb30"
"17771","4930568D16Rik","Ggta1l1"
"17772","Timm8a2","Timm8a2"
"17773","Gm6377","LOC681325"
"17774","Dmrtc1b","Dmrtc1b"
"17775","Erich4","Erich4"
"17776","Wfdc10","Wfdc10a"
"17777","Fmo2","Fmo2"
"17778","Cks2","Cks2"
"17779","Myl6b","Myl6b"
"17780","Psme2","LOC100362709"
"17781","Psme2","Psme2"
"17782","Wipf1","Wipf1"
"17783","Kmt2d","Kmt2d"
"17784","Taf10","Taf10"
"17965","Adam4","Adam4"
"17966","Adam4","Adam4l1"
"17967","Gm4787","Adam4"
"17968","Gm4787","Adam4l1"
"17969","Dazl","Dazl"
"17970","Lcn4","Lcn4"
"17971","Slfn1","Slfn1"
"17972","Trap1a","Trap1a"
"17973","Ceacam3","Ceacam3"
"17974","T2","T2"
"17975","Zscan12","Zscan12"
"17976","Ppp6r1","Ppp6r1"
"17977","Nrxn2","Nrxn2"
"17978","Atg2a","Atg2a"
"17979","Nedd4l","Nedd4l"
"17980","Nudt10","Nudt10"
"17981","Nudt10","Nudt11"
"17982","Nudt11","Nudt10"
"17983","Nudt11","Nudt11"
"17984","Mff","Mff"
"17985","Ankhd1","Ankhd1"
"17986","Trem3","Trem3"
"17987","Tas2r140","Tas2r140"
"17988","Nat8f5","Nat8f5"
"17989","Ankrd61","Ankrd61"
"17990","2310039H08Rik","LOC681367"
"17991","4930519G04Rik","LOC691311"
"17992","1700067P10Rik","LOC680955"
"17993","Serpina1f","Serpina1f"
"17994","2200002J24Rik","LOC688924"
"17995","1810065E05Rik","LOC691277"
"17996","Rnf168","Rnf168"
"17997","Anapc15","Anapc15"
"17998","4921504E06Rik","LOC681241"
"17999","Sval1","Sval1"
"18000","Tdrd12","Tdrd12"
"18001","Pot1b","Pot1b"
"18002","Samt3","Samt3"
"18003","Nudt16l2","LOC688828"
"18004","Fam122c","Pabir3"
"18005","Samt4","Samt4"
"18007","Cstdc2","LOC689081"
"18008","Spink12","LOC100911241"
"18009","Spink12","Spink12"
"18010","Spink12","Spink9"
"18011","Nxpe2","Nxpe2"
"18012","Smim12","Smim12"
"18013","Gm6614","Slco1a3"
"18014","Pramel1","Pramef27"
"18016","Hfm1","Hfm1"
"18017","Pcdhb7","Pcdhb7"
"18018","Pcdhb9","Pcdhb9"
"18019","Pcdhb12","Pcdhb12"
"18020","Vegfb","Vegfb"
"18021","Zc3h4","Zc3h4"
"18024","Cd209c","Cd209c"
"18027","Lypd8l","LOC691352"
"18028","Ccdc13","Ccdc13"
"18029","Tceal7","Tceal7"
"18030","Gzmn","Gzmn"
"18031","Zfp11","Zfp11"
"18032","Zfp846","Zfp846"
"18033","Erfe","Erfe"
"18034","Ftdc2","LOC680520"
"18035","4933427D06Rik","Prr20e"
"18036","Mei4","Mei4"
"18037","Nlrp4f","Nlrp4f"
"18038","Abca15","Abca15"
"18039","Psd3","Psd3"
"18040","Pramel7","Pramel7"
"18041","Ccdc144b","Ccdc144b"
"18042","Tmem241","Tmem241"
"18043","AI182371","RGD1308742"
"18044","6030498E09Rik","LOC691215"
"18045","4921517D22Rik","LOC100912252"
"18046","Fam178b","Fam178b"
"18047","AB124611","LOC691141"
"18048","Tas2r109","Tas2r109"
"18049","Tas2r124","Tas2r124"
"18050","Tas2r125","Tas2r125"
"18051","Lypd9","LOC691286"
"18052","Alkal2","Alkal2"
"18053","4930563E22Rik","LOC100912483"
"18054","Pramex1","Prame"
"18055","Cldn34d","Cldn34d"
"18056","Fthl17a","Fthl17e"
"18057","Gje1","Gje1"
"18058","Zcwpw2","Zcwpw2"
"18059","Gkn3","Gkn3"
"18060","4930564C03Rik","Znrd1as"
"18061","A4gnt","A4gnt"
"18062","Gm6744","LOC686031"
"18063","Gm6744","LOC686042"
"18064","Septin14","Septin14"
"18065","Pet100","Pet100"
"18066","Csta3","LOC689230"
"18067","Spink13","Spink13"
"18068","Skint1","Skint1"
"18069","Ccdc182","Ccdc182"
"18070","AU041133","Zfp709l1"
"18071","1190007I07Rik","LOC691921"
"18072","D930020B18Rik","RGD1561648"
"18073","4932429P05Rik","RGD1563978"
"18074","Spata48","Spata48"
"18075","Cic","Cic"
"18076","Frrs1l","Frrs1l"
"18077","Ylpm1","Ylpm1"
"18078","Rpl7","Rpl7"
"18079","Olfr1510","Olr1641"
"18080","Olfr1510","Olr1642"
"18081","Olfr1511","Olr1641"
"18082","Olfr1511","Olr1642"
"18083","Zfp251","Zfp251"
"18084","Pf4","Pf4"
"18085","Tial1","Tial1"
"18086","Phf11a","Phf11"
"18087","Phf11b","Phf11"
"18088","Phf11c","Phf11"
"18089","Phf11d","Phf11"
"18091","Rufy3","Rufy3"
"18092","Kcp","Kcp"
"18093","Dlx6","Dlx6"
"18094","Sumo2","Sumo2"
"18095","Isca1","Isca1"
"18097","Krtap1-4","Krtap1-1"
"18098","Scgb1c1","Scgb1c1"
"18099","Tysnd1","Tysnd1"
"18100","Nek5","Nek5"
"18101","Krtap24-1","Krtap24-1"
"18102","Msmp","LOC100365008"
"18103","Zfr2","Zfr2"
"18104","Mill2","Micb"
"18105","Hfe","Hfe"
"18106","Calca","Calca"
"18107","Kng1","Kng2l1"
"18108","Kng2","Kng2l1"
"18109","Olfr166","Olr1569"
"18110","Olfr1288","Olr758"
"18111","Olfr1361","Olr1657"
"18112","Olfr1043","Olr481"
"18113","Olfr1414","Olr1345"
"18114","Olfr66","Olr129"
"18115","Olfr66","Olr130"
"18116","Gm10334","LOC100912089"
"18117","Gm10334","LOC102554637"
"18118","Gm10334","LOC683849"
"18119","Gm10334","Prss2"
"18120","Gm10334","Try10"
"18121","Gm5771","LOC100912089"
"18122","Gm5771","LOC102554637"
"18123","Gm5771","LOC683849"
"18124","Gm5771","Prss2"
"18125","Gm5771","Try10"
"18126","Prss1","LOC100912089"
"18127","Prss1","LOC102554637"
"18128","Prss1","LOC683849"
"18129","Prss1","Prss2"
"18130","Prss1","Try10"
"18131","Prss3","LOC100912089"
"18132","Prss3","LOC102554637"
"18133","Prss3","LOC683849"
"18134","Prss3","Prss2"
"18135","Prss3","Try10"
"18136","Fcrl6","Fcrl6"
"18139","Olfr1303","Olr774"
"18140","Olfr1303","Olr776"
"18141","Olfr1303","Olr777"
"18142","Olfr237","Olr816"
"18143","Olfr441","Olr816"
"18144","Olfr444","Olr816"
"18145","Itch","Itch"
"18146","Rps11","Rps11"
"18147","Tom1","Tom1"
"18148","Gpx8","Gpx8"
"18149","Krt36","Krt36"
"18150","Zfp566","LOC100910651"
"18151","Zfp566","Zfp566"
"18152","Slc25a51","LOC100910864"
"18153","Slc25a51","Mcart1"
"18154","Slc25a51","RGD1565119"
"18155","Slc25a51","Slc25a51"
"18156","Slc25a51","Slc25a52"
"18157","Cmtm2a","Cmtm2a"
"18158","Fundc2","LOC365778"
"18159","Pfkfb2","Pfkfb2"
"18160","Ctrb1","Ctrb1"
"18161","Chka","Chka"
"18162","Hs3st3b1","Hs3st3b1"
"18163","Cfap221","Cfap221"
"18164","Gsk3a","Gsk3a"
"18165","Myrfl","Myrfl"
"18166","Nxf2","Nxf2"
"18167","Kncn","Kncn"
"18168","Ugt1a5","Ugt1a5"
"18169","Cxcl5","Cxcl6"
"18170","Slc7a7","Slc7a7"
"18171","Gm13305","Il11ra1"
"18172","Il11ra1","Il11ra1"
"18173","Il11ra2","Il11ra1"
"18174","Ybx1","Ybx1"
"18175","Pfkfb3","Pfkfb3"
"18176","Sms","Sms"
"18177","Sms-ps","Sms"
"18178","Chkb","Chkb"
"18179","Hs3st3a1","Hs3st3a1"
"18180","Rps18","Rps18"
"18181","Rps18","Rps18l1"
"18182","Plcd4","Plcd4"
"18183","Masp1","Masp1"
"18184","Ninj1","Ninj1"
"18185","Prss30","Prss30"
"18186","Plch1","Plch1"
"18187","Pcdhb10","Pcdhb10"
"18188","Nlk","Nlk"
"18189","Larp7","Larp7"
"18190","Cenpx","Cenpx"
"18191","Krt71","Krt71"
"18193","Krtap3-2","Krtap3-2"
"18194","Krtap3-2","Krtap3-3"
"18195","Krtap3-3","Krtap3-2"
"18196","Krtap3-3","Krtap3-3"
"18197","Krtap26-1","Krtap26-1"
"18199","Angptl6","Angptl6"
"18201","Gm7145","Znf658"
"18202","Zfp616","Znf658"
"18203","Zfp735","Znf658"
"18204","Csmd2","Csmd2"
"18205","Pcdhb8","Pcdhb8"
"18206","Cbx1","Cbx1"
"18207","Pate1","Pate1"
"18208","Nxnl1","Nxnl1"
"18209","Krt79","Krt79"
"18211","Hs6st3","Hs6st3"
"18212","Fam71e2","Fam71e2"
"18213","2210408I21Rik","RGD1560883"
"18214","Ttc22","Ttc22"
"18216","Fam47c","Fam47a"
"18218","Slc35g3","Slc35g3"
"18219","Ms4a18","Ms4a18"
"18220","Cnpy1","Cnpy1"
"18221","Tmem210","Tmem210"
"18222","Smim15","Smim15"
"18224","Rfpl4","Rfpl4a"
"18226","Prr32","Prr32"
"18227","Triqk","Triqk"
"18228","Lrrc72","Lrrc72"
"18229","Rnf212b","Rnf212b"
"18230","Mroh6","Mroh6"
"18231","Jakmip3","Jakmip3"
"18232","Gm29797","Linc00176"
"18233","Ccdc188","Ccdc188"
"18234","Mlip","Mlip"
"18235","Tmem249","Tmem249"
"18236","6030468B19Rik","LOC688282"
"18237","Hmcn2","Hmcn2"
"18238","Krtap27-1","Krtap27-1"
"18239","Jakmip1","Jakmip1"
"18241","Gla","Gla"
"18242","Rpl9","LOC100360449"
"18243","Rpl9","LOC100364457"
"18244","Rpl9","Rpl9"
"18245","Olfr654","Olr155"
"18246","Csnk2a1","Csnk2a1"
"18247","Mars1","Mars1"
"18248","Rhox8","Rhox8"
"18249","Gcsh","Gcsh"
"18250","Dnm2","Dnm2"
"18251","Wipi2","Wipi2"
"18252","Eif2s3x","Eif2s3"
"18253","Mrpl13","Mrpl13"
"18254","Sar1a","Sar1a"
"18255","Pmm1","Pmm1"
"18256","Aox3","Aox3"
"18257","Usp54","Usp54"
"18258","Sar1b","Sar1b"
"18259","Rabl2","Rabl2"
"18260","Rps21","Rps21"
"18261","Rps14","Rps14"
"18262","Oplah","Oplah"
"18263","Rhoc","Rhoc"
"18264","Septin9","Septin9"
"18265","Prelid3a","Prelid3a"
"18268","Zdhhc9","Zdhhc9"
"18269","Mlh3","Mlh3"
"18270","Slc25a24","Slc25a24"
"18271","Pip5k1a","Pip5k1a"
"18272","Psmd10","Psmd10"
"18273","Hsd17b12","Hsd17b12"
"18274","Cyb5r1","Cyb5r1"
"18275","Sec14l5","Sec14l5"
"18276","Atr","Atr"
"18277","Hao2","Hao2"
"18278","Osbp","Osbp"
"18279","Osbpl5","Osbpl5"
"18280","Jmjd7","Jmjd7"
"18282","Dgkh","Dgkh"
"18284","Hsd17b2","Hsd17b2"
"18285","Pak2","LOC100910732"
"18286","Prkag1","Prkag1"
"18287","Snx1","Snx1"
"18288","Dpm2","Dpm2"
"18289","Trip10","Trip10"
"18290","Kif1a","Kif1a"
"18292","Cfl1","Cfl1"
"18293","Septin3","Septin3"
"18294","Pif1","Pif1"
"18295","Gspt2","Gspt2"
"18296","Prdx1","Prdx1"
"18297","Prdx1","Prdx1l1"
"18299","Kif1b","Kif1b"
"18300","Mrps2","Mrps2"
"18301","Pcdhb16","LOC690826"
"18302","Kcmf1","Kcmf1"
"18303","Rap2c","Rap2c"
"18304","Agmat","Agmat"
"18305","Scrt2","Scrt2"
"18306","Atp8b5","Atp8b5p"
"18307","Slc26a6","Slc26a6"
"18308","Krtap16-1","Krtap16-1"
"18309","Krtap16-1","LOC100909661"
"18310","Dgkd","Dgkd"
"18311","Ano5","Ano5"
"18312","Ubald2","Ubald2"
"18313","Tcf24","Tcf24"
"18315","Lsm14b","Lsm14b"
"18316","Adgb","Adgb"
"18317","Mtus1","LOC100911065"
"18318","Ak4","Ak4"
"18319","Lgals7","Lgals7"
"18320","Hk1","Hk1"
"18321","Olfr622","Olr115"
"18322","Olfr1044","Olr482"
"18323","Ddi1","Ddi1"
"18324","Luc7l","Luc7l"
"18325","Plpp5","Plpp5"
"18326","Arl5a","Arl5a"
"18327","Ap3s2","Ap3s2"
"18329","Dnajb4","Dnajb4"
"18330","Psmc6","Psmc6"
"18331","Rab4b","Rab4b"
"18332","Pip5k1b","Pip5k1b"
"18333","Hsdl1","Hsdl1"
"18334","Kat5","Kat5"
"18335","Magt1","Magt1"
"18336","Rps6ka2","Rps6ka2"
"18338","Emc3","Emc3"
"18339","Cmbl","Cmbl"
"18340","Eif1ax","Eif1ax"
"18341","Rdh11","Rdh11"
"18342","Ywhae","Ywhae"
"18343","Me3","Me3"
"18344","Rmnd5b","LOC361780"
"18345","Rmnd5b","Rmnd5b"
"18346","Camk4","Camk4"
"18347","Lypla1","Lypla1"
"18348","Eef1a1","Eef1a1"
"18349","Cnot6l","Cnot6l"
"18350","Ctdsp1","Ctdsp1"
"18351","Csnk1g2","Csnk1g2"
"18352","Atg4b","Atg4b"
"18353","Pygb","Pygb"
"18354","Rab8a","Rab8a"
"18355","Selenoi","Selenoi"
"18356","Acsl6","Acsl6"
"18357","Eif4e1b","Eif4e1b"
"18358","Slc30a10","Slc30a10"
"18359","Tmem251","Tmem251"
"18360","Lypla2","Lypla2"
"18361","Fnbp1","Fnbp1"
"18362","Mindy2","Mindy2"
"18363","Gm4847","LOC685351"
"18365","Tomm40","Tomm40"
"18366","Gapdhs","Gapdhs"
"18367","Ube2b","Ube2b"
"18368","Sult1e1","Sult1e1"
"18369","Cap2","Cap2"
"18370","Uckl1","Uckl1"
"18371","Osbpl6","Osbpl6"
"18372","H2-Eb1","RT1-Db1"
"18373","Ddo","Ddo"
"18374","Clk3","Clk3"
"18375","Clk1","Clk1"
"18376","Rab4a","Rab4a"
"18377","Nmt2","Nmt2"
"18378","Actr1b","Actr1b"
"18379","Usp15","Usp15"
"18380","Iqgap2","Iqgap2"
"18381","Srpk2","Srpk2"
"18382","Msx3","Msx3"
"18383","Fam50b","Fam50b"
"18384","Tmem63a","Tmem63a"
"18385","Pi4k2a","Pi4k2a"
"18386","Tmem63b","Tmem63b"
"18389","Sgpp1","Sgpp1"
"18390","Meiob","Meiob"
"18391","Ctu1","Ctu1"
"18392","Npb","Npb"
"18393","Iffo2","Iffo2"
"18394","Olfr620","Olr113"
"18395","Olfr1195","Olr651"
"18396","Olfr1254","Olr718"
"18397","Olfr1324","Olr1751"
"18398","Olfr987","Olr436"
"18399","Olfr988","Olr436"
"18400","Olfr424","Olr1593"
"18401","Btnl1","Btnl3"
"18402","Zfp560","Zfp560"
"18408","Vmn1r73","Vom1r43"
"18409","Vmn1r77","Vom1r42"
"18424","Ppp1r14bl","RGD1309049"
"18425","Larp1b","Larp1b"
"18427","Rab12","Rab12"
"18428","Ube2h","Ube2h"
"18432","Fryl","Fryl"
"18433","Eif4a1","Eif4a1"
"18434","Rab5b","Rab5b"
"18436","Zpld2","Umodl"
"18441","Dytn","Dytn"
"18442","Slurp2","Slurp2"
"18443","Sap25","Sap25"
"18447","Coro6","Coro6"
"18448","Pzp","Pzp"
"18449","Cyp2b19","Cyp2b12"
"18450","Cyp2b19","Cyp2b15"
"18451","Cyp2b19","LOC100910127"
"18452","Gm10681","Hsd3b5"
"18453","Gm10681","LOC100911116"
"18454","Gm4450","Hsd3b5"
"18455","Gm4450","LOC100911116"
"18456","Hsd3b4","Hsd3b5"
"18457","Hsd3b4","LOC100911116"
"18458","Hsd3b5","Hsd3b5"
"18459","Hsd3b5","LOC100911116"
"18460","Bglap","Bglap"
"18461","Bglap2","Bglap"
"18462","Bglap3","Bglap"
"18463","Olfr1002","Olr448"
"18464","Olfr154","Olr448"
"18465","Pias4","Pias4"
"18466","Prdm9","Prdm9"
"18467","Rtl9","Rtl9"
"18468","Arhgap23","Arhgap23"
"18469","Lmntd2","Lmntd2"
"18470","Gm10665","Vom1r34"
"18471","Gm10665","Vom1r64"
"18472","Gm10670","Vom1r34"
"18473","Gm10670","Vom1r64"
"18474","Gm16451","Vom1r34"
"18475","Gm16451","Vom1r64"
"18476","V1rd19","Vom1r34"
"18477","V1rd19","Vom1r64"
"18478","Vmn1r100","Vom1r34"
"18479","Vmn1r100","Vom1r64"
"18480","Vmn1r101","Vom1r34"
"18481","Vmn1r101","Vom1r64"
"18482","Vmn1r103","Vom1r34"
"18483","Vmn1r103","Vom1r64"
"18484","Vmn1r104","Vom1r34"
"18485","Vmn1r104","Vom1r64"
"18486","Vmn1r107","Vom1r34"
"18487","Vmn1r107","Vom1r64"
"18488","Vmn1r111","Vom1r34"
"18489","Vmn1r111","Vom1r64"
"18490","Vmn1r112","Vom1r34"
"18491","Vmn1r112","Vom1r64"
"18492","Vmn1r113","Vom1r34"
"18493","Vmn1r113","Vom1r64"
"18494","Vmn1r114","Vom1r34"
"18495","Vmn1r114","Vom1r64"
"18496","Vmn1r115","Vom1r34"
"18497","Vmn1r115","Vom1r64"
"18498","Vmn1r116","Vom1r34"
"18499","Vmn1r116","Vom1r64"
"18500","Vmn1r117","Vom1r34"
"18501","Vmn1r117","Vom1r64"
"18502","Vmn1r118","Vom1r34"
"18503","Vmn1r118","Vom1r64"
"18504","Vmn1r119","Vom1r34"
"18505","Vmn1r119","Vom1r64"
"18506","Vmn1r120","Vom1r34"
"18507","Vmn1r120","Vom1r64"
"18508","Vmn1r121","Vom1r34"
"18509","Vmn1r121","Vom1r64"
"18510","Vmn1r122","Vom1r34"
"18511","Vmn1r122","Vom1r64"
"18512","Vmn1r123","Vom1r34"
"18513","Vmn1r123","Vom1r64"
"18514","Vmn1r124","Vom1r34"
"18515","Vmn1r124","Vom1r64"
"18516","Vmn1r125","Vom1r34"
"18517","Vmn1r125","Vom1r64"
"18518","Vmn1r126","Vom1r34"
"18519","Vmn1r126","Vom1r64"
"18520","Vmn1r127","Vom1r34"
"18521","Vmn1r127","Vom1r64"
"18522","Vmn1r128","Vom1r34"
"18523","Vmn1r128","Vom1r64"
"18524","Vmn1r129","Vom1r34"
"18525","Vmn1r129","Vom1r64"
"18526","Vmn1r130","Vom1r34"
"18527","Vmn1r130","Vom1r64"
"18528","Vmn1r131","Vom1r34"
"18529","Vmn1r131","Vom1r64"
"18530","Vmn1r132","Vom1r34"
"18531","Vmn1r132","Vom1r64"
"18532","Vmn1r135","Vom1r34"
"18533","Vmn1r135","Vom1r64"
"18534","Vmn1r137","Vom1r34"
"18535","Vmn1r137","Vom1r64"
"18536","Vmn1r138","Vom1r34"
"18537","Vmn1r138","Vom1r64"
"18538","Vmn1r139","Vom1r34"
"18539","Vmn1r139","Vom1r64"
"18540","Vmn1r142","Vom1r34"
"18541","Vmn1r142","Vom1r64"
"18542","Vmn1r143","Vom1r34"
"18543","Vmn1r143","Vom1r64"
"18544","Vmn1r148","Vom1r34"
"18545","Vmn1r148","Vom1r64"
"18546","Vmn1r149","Vom1r34"
"18547","Vmn1r149","Vom1r64"
"18548","Vmn1r151","Vom1r34"
"18549","Vmn1r151","Vom1r64"
"18550","Vmn1r152","Vom1r34"
"18551","Vmn1r152","Vom1r64"
"18552","Vmn1r155","Vom1r34"
"18553","Vmn1r155","Vom1r64"
"18554","Vmn1r157","Vom1r34"
"18555","Vmn1r157","Vom1r64"
"18556","Vmn1r158","Vom1r34"
"18557","Vmn1r158","Vom1r64"
"18558","Vmn1r159","Vom1r34"
"18559","Vmn1r159","Vom1r64"
"18560","Vmn1r160","Vom1r34"
"18561","Vmn1r160","Vom1r64"
"18562","Vmn1r163","Vom1r34"
"18563","Vmn1r163","Vom1r64"
"18564","Vmn1r165","Vom1r34"
"18565","Vmn1r165","Vom1r64"
"18566","Vmn1r166","Vom1r34"
"18567","Vmn1r166","Vom1r64"
"18568","Vmn1r178","Vom1r34"
"18569","Vmn1r178","Vom1r64"
"18570","Vmn1r180","Vom1r34"
"18571","Vmn1r180","Vom1r64"
"18572","Vmn1r181","Vom1r34"
"18573","Vmn1r181","Vom1r64"
"18574","Vmn1r183","Vom1r34"
"18575","Vmn1r183","Vom1r64"
"18576","Vmn1r240","Vom1r34"
"18577","Vmn1r240","Vom1r64"
"18578","Vmn1r241","Vom1r34"
"18579","Vmn1r241","Vom1r64"
"18580","Vmn1r242","Vom1r34"
"18581","Vmn1r242","Vom1r64"
"18582","Vmn1r243","Vom1r34"
"18583","Vmn1r243","Vom1r64"
"18584","Vmn1r244","Vom1r34"
"18585","Vmn1r244","Vom1r64"
"18586","Vmn1r245","Vom1r34"
"18587","Vmn1r245","Vom1r64"
"18588","Vmn1r246","Vom1r34"
"18589","Vmn1r246","Vom1r64"
"18590","Vmn1r247","Vom1r34"
"18591","Vmn1r247","Vom1r64"
"18592","Vmn1r248","Vom1r34"
"18593","Vmn1r248","Vom1r64"
"18594","Vmn1r249","Vom1r34"
"18595","Vmn1r249","Vom1r64"
"18596","Vmn1r250","Vom1r34"
"18597","Vmn1r250","Vom1r64"
"18598","Vmn1r251","Vom1r34"
"18599","Vmn1r251","Vom1r64"
"18600","Vmn1r252","Vom1r34"
"18601","Vmn1r252","Vom1r64"
"18602","Vmn1r253","Vom1r34"
"18603","Vmn1r253","Vom1r64"
"18604","Vmn1r254","Vom1r34"
"18605","Vmn1r254","Vom1r64"
"18606","Vmn1r255","Vom1r34"
"18607","Vmn1r255","Vom1r64"
"18608","Vmn1r256","Vom1r34"
"18609","Vmn1r256","Vom1r64"
"18610","Vmn1r257","Vom1r34"
"18611","Vmn1r257","Vom1r64"
"18612","Vmn1r258","Vom1r34"
"18613","Vmn1r258","Vom1r64"
