"","Symbol_Rat","Symbol_Human"
"13826","Papss2","PAPSS2"
"13827","Mtmr6","MTMR6"
"13828","Lats1","LATS1"
"13829","Kcnab3","KCNAB3"
"13830","Lhx2","LHX2"
"13831","Kif3b","KIF3B"
"13832","Ciao1","CIAO1"
"13833","Abcg2","ABCG2"
"13834","Acat2","ACAT2"
"13835","Acat2l1","ACAT2"
"13836","Klk4","KLK4"
"13837","Actn4","ACTN4"
"13838","Cdh18","CDH18"
"13839","Cdkn2b","CDKN2B"
"13840","Kif5a","KIF5A"
"13841","Myo1e","MYO1E"
"13842","Prcp","PRCP"
"13843","Prkx","PRKX"
"13844","Ptbp3","PTBP3"
"13845","Abcd2","ABCD2"
"13846","Car7","CA7"
"13847","Col8a2","COL8A2"
"13848","Gfer","GFER"
"13849","Glud1","GLUD1"
"13850","Hadh","HADH"
"13851","Hras","HRAS"
"13852","Pdk3","PDK3"
"13853","Rock1","ROCK1"
"13854","Yes1","YES1"
"13855","Gabbr2","GABBR2"
"13856","Akt3","AKT3"
"13857","Ap1m2","AP1M2"
"13858","Limk2","LIMK2"
"13859","Lmnb1","LMNB1"
"13860","S100a11","S100A11"
"13861","Taf11","TAF11"
"13862","Zfp354a","ZNF354A"
"13863","Gpc6","GPC6"
"13864","Hipk3","HIPK3"
"13865","Lpar6","LPAR6"
"13866","Lrrc17","LRRC17"
"13867","Dcaf7","DCAF7"
"13868","Dennd4a","DENND4A"
"13869","Cd5l","CD5L"
"13870","Smad3","SMAD3"
"13871","Mdh2","MDH2"
"13872","Mmp16","MMP16"
"13873","Mthfd1","MTHFD1"
"13874","Myh10","MYH10"
"13875","Skp2","SKP2"
"13876","Akr1d1","AKR1D1"
"13877","Cdc42bpb","CDC42BPB"
"13878","Hdac4","HDAC4"
"13879","Tubb4a","TUBB4A"
"13880","Ndrg1","NDRG1"
"13881","Man2a2","MAN2A2"
"13882","Bmp1","BMP1"
"13883","Capza2","CAPZA2"
"13884","Dnajb1","DNAJB1"
"13885","Pitpna","PITPNA"
"13886","Ppef2","PPEF2"
"13887","Ppef1","PPEF1"
"13888","Ppp2r5a","PPP2R5A"
"13889","Ppp2r5e","PPP2R5E"
"13890","Prkcd","PRKCD"
"13891","Prkg1","PRKG1"
"13892","Stk4","STK4"
"13893","Vrk2","VRK2"
"13894","Sec24b","SEC24B"
"13895","Slc9a6","SLC9A6"
"13896","Agpat1","AGPAT1"
"13897","Gnai3","GNAI3"
"13898","Gna13","GNA13"
"13899","Rrh","RRH"
"13900","Cct6b","CCT6B"
"13901","Tubgcp2","TUBGCP2"
"13902","Man1a2","MAN1A2"
"13903","LOC100363675","SPIN1"
"13904","Spin1","SPIN1"
"13905","LOC498453","TCEA1"
"13906","Tcea1","TCEA1"
"13907","Ugt2a3","UGT2A3"
"13908","Tmed2","TMED2"
"13909","Cops5","COPS5"
"13910","Pdia2","PDIA2"
"13911","Adap1","ADAP1"
"13912","Dnmt3b","DNMT3B"
"13913","Hoxa7","HOXA7"
"13914","LOC100909678","HOXA7"
"13915","LOC100911622","HOXA7"
"13916","Pycr1","PYCR1"
"13917","Rit1","RIT1"
"13918","Rnf5","RNF5"
"13919","Scn3a","SCN3A"
"13920","Btn2a2","BTN2A2"
"13921","Katna1","KATNA1"
"13922","Wdhd1","WDHD1"
"13923","Abca8","ABCA8"
"13924","Ddx19b","DDX19B"
"13925","Acss1","ACSS1"
"13926","Rhot2","RHOT2"
"13927","Cs","CS"
"13928","Sord","SORD"
"13930","Gpd1l","GPD1L"
"13931","Prelid3b","PRELID3B"
"13932","Ush1g","USH1G"
"13933","Adipor2","ADIPOR2"
"13934","Mapre1","MAPRE1"
"13935","Pycr3","PYCR3"
"13936","Usp12","USP12"
"13937","Atp2b2","ATP2B2"
"13938","Sirt7","SIRT7"
"13939","Slc25a28","SLC25A28"
"13940","Pgam2","PGAM2"
"13941","Kif5c","KIF5C"
"13942","Dhx33","DHX33"
"13943","Chmp1a","CHMP1A"
"13944","Dhx57","DHX57"
"13945","Myo1f","MYO1F"
"13946","Recql","RECQL"
"13947","Acsl4","ACSL4"
"13948","Fa2h","FA2H"
"13949","Copg2","COPG2"
"13950","Yif1a","YIF1A"
"13951","Atg4c","ATG4C"
"13952","Stk38l","STK38L"
"13953","Slc36a4","SLC36A4"
"13954","Letm1","LETM1"
"13955","Zdhhc17","ZDHHC17"
"13956","Gtf2a1","GTF2A1"
"13957","Wwox","WWOX"
"13958","Letm2","LETM2"
"13960","LOC100911481","NCBP2"
"13961","Ncbp2","NCBP2"
"13962","App","APP"
"13963","Slc7a3","SLC7A3"
"13964","Cacna1a","CACNA1A"
"13965","Cd59","CD59"
"13967","Col11a1","COL11A1"
"13968","Egr1","EGR1"
"13969","Epha6","EPHA6"
"13972","Ly6e","LY6E"
"13973","Mapkapk2","MAPKAPK2"
"13974","Meig1","MEIG1"
"13975","Myo6","MYO6"
"13976","Pax5","PAX5"
"13977","Prkcb","PRKCB"
"13978","Plxna1","PLXNA1"
"13979","Plxna2","PLXNA2"
"13980","Ppm1a","PPM1A"
"13981","Ppp3cb","PPP3CB"
"13982","LOC100911550","MAP2K3"
"13983","Map2k3","MAP2K3"
"13984","Rfng","RFNG"
"13985","Sfrp2","SFRP2"
"13986","Mapk10","MAPK10"
"13987","Slc22a12","SLC22A12"
"13988","Zfp143","ZNF143"
"13989","Tssk1b","TSSK1B"
"13990","Slc32a1","SLC32A1"
"13991","Zscan2","ZSCAN2"
"13992","Atp10a","ATP10A"
"13993","Cry2","CRY2"
"13994","Des","DES"
"13995","Dhfr","DHFR"
"13996","Ebf2","EBF2"
"13997","Ebf3","EBF3"
"13998","Hipk1","HIPK1"
"13999","Igfbp5","IGFBP5"
"14000","Irx2","IRX2"
"14001","Kcnab1","KCNAB1"
"14002","Kcnab2","KCNAB2"
"14003","Setd2","SETD2"
"14004","Lhx4","LHX4"
"14005","Psmb8","PSMB8"
"14006","Myo15a","MYO15A"
"14008","Six2","SIX2"
"14009","Abcc9","ABCC9"
"14010","Atp6v0a2","ATP6V0A2"
"14011","Ywhaz","YWHAZ"
"14012","Zscan21","ZSCAN21"
"14013","Gli4","GLI4"
"14014","LOC100911986","GLI4"
"14015","Coro1c","CORO1C"
"14016","Insrr","INSRR"
"14017","Aadat","AADAT"
"14018","Tenm1","TENM1"
"14019","Tll2","TLL2"
"14020","Clcn7","CLCN7"
"14021","Map2k7","MAP2K7"
"14022","B3gat3","B3GAT3"
"14023","Msrb2","MSRB2"
"14024","Sirt1","SIRT1"
"14025","Snw1","SNW1"
"14026","Sephs1","SEPHS1"
"14027","Kdm2a","KDM2A"
"14028","Mapre3","MAPRE3"
"14029","Olr1201","OR8B8"
"14030","Pef1","PEF1"
"14031","Slc17a5","SLC17A5"
"14032","Usp21","USP21"
"14033","Camk2a","CAMK2A"
"14034","Gys2","GYS2"
"14035","Sgk3","C8orf44-SGK3"
"14036","Sgk3","SGK3"
"14037","Ctnna3","CTNNA3"
"14038","Gpsm2","GPSM2"
"14039","Npc1l1","NPC1L1"
"14040","Hsd17b8","HSD17B8"
"14041","Ptpn6","PTPN6"
"14042","Hprt1","HPRT1"
"14043","Loxl3","LOXL3"
"14044","Olr131","OR51B2"
"14045","Rora","RORA"
"14046","Uncx","UNCX"
"14048","Ip6k1","IP6K1"
"14049","Slco1a5","SLCO1A2"
"14051","Zfp354c","ZNF354C"
"14052","Ndufs2","NDUFS2"
"14053","Mrpl22","MRPL22"
"14054","Slc7a9","SLC7A9"
"14055","Gnl3","GNL3"
"14056","Atp2c1","ATP2C1"
"14057","Dkkl1","DKKL1"
"14058","Ube2s","UBE2S"
"14059","Tor1b","TOR1B"
"14060","Lats2","LATS2"
"14061","Ece2","ECE2"
"14062","Ctif","CTIF"
"14063","Cul7","CUL7"
"14064","Elmo1","ELMO1"
"14065","Srgap3","SRGAP3"
"14066","Nav3","NAV3"
"14067","Agap1","AGAP1"
"14068","Nlgn1","NLGN1"
"14069","Rbm34","RBM34"
"14070","Tln2","TLN2"
"14071","Tbc1d2b","TBC1D2B"
"14072","Rap1gap2","RAP1GAP2"
"14073","Cul9","CUL9"
"14074","Smg1","SMG1"
"14075","Rad54l2","RAD54L2"
"14076","Syne2","SYNE2"
"14077","Ccdc28a","CCDC28A"
"14078","Mthfd1l","MTHFD1L"
"14079","Sec31b","SEC31B"
"14080","Tkfc","TKFC"
"14081","Spats2l","SPATS2L"
"14082","Chd5","CHD5"
"14083","Klk13","KLK13"
"14084","Herc4","HERC4"
"14085","Ccz1b","CCZ1"
"14086","Ccz1b","CCZ1B"
"14087","Zfp777","ZNF777"
"14088","Rrm2b","RRM2B"
"14089","Dcaf8","DCAF8"
"14090","Klhl5","KLHL5"
"14091","Luc7l2","LUC7L2"
"14092","Tmbim4","TMBIM4"
"14093","Desi2","DESI2"
"14094","Nip7","NIP7"
"14095","Copg1","COPG1"
"14096","Cpa4","CPA4"
"14097","Erap1","ERAP1"
"14098","Kcnk9","KCNK9"
"14099","Mapk8","MAPK8"
"14100","Kif21a","KIF21A"
"14101","Mink1","MINK1"
"14102","Pde11a","PDE11A"
"14103","Kcnj1","KCNJ1"
"14104","Tuba8","TUBA8"
"14105","Slc7a10","SLC7A10"
"14106","Rab39a","RAB39A"
"14107","Fblim1","FBLIM1"
"14108","Diras2","DIRAS2"
"14109","Tent5c","TENT5C"
"14110","Lime1","LIME1"
"14111","Abitram","ABITRAM"
"14112","Nlrp2","NLRP2"
"14113","Epn3","EPN3"
"14114","Enox1","ENOX1"
"14115","Magohb","MAGOHB"
"14116","Asf1b","ASF1B"
"14117","Dhx32","DHX32"
"14118","Septin11","SEPTIN11"
"14119","Ogdhl","OGDHL"
"14120","Rhot1","RHOT1"
"14121","Slc29a3","SLC29A3"
"14122","Tmem106b","TMEM106B"
"14123","Wdr33","WDR33"
"14124","Chst11","CHST11"
"14125","Trpv6","TRPV6"
"14126","Ddx43","DDX43"
"14127","Sult1c3","SULT1C3"
"14129","Dnah12","DNAH12"
"14130","Pcdhga1","PCDHGA1"
"14131","Pcdhga9","PCDHGA9"
"14132","Sntg1","SNTG1"
"14133","Mov10l1","MOV10L1"
"14134","Krt20","KRT20"
"14135","Wdr44","WDR44"
"14136","Shld2","SHLD2"
"14137","Eml4","EML4"
"14138","Arl15","ARL15"
"14139","Tbc1d1","TBC1D1"
"14140","Cdh17","CDH17"
"14141","Cbln3","CBLN3"
"14142","Inpp5e","INPP5E"
"14143","Kif21b","KIF21B"
"14144","Selenok","SELENOK"
"14145","Uggt2","UGGT2"
"14146","Wdr93","WDR93"
"14147","Fam20c","FAM20C"
"14148","Scamp5","SCAMP5"
"14149","Pdss2","PDSS2"
"14150","Chrna10","CHRNA10"
"14151","Zfp286a","ZNF286A"
"14152","Rhoj","RHOJ"
"14153","Aars2","AARS2"
"14154","Srgap1","SRGAP1"
"14155","Sorcs2","SORCS2"
"14156","Klhl1","KLHL1"
"14157","Dtx2","DTX2"
"14158","Ank3","ANK3"
"14159","Slc15a2","SLC15A2"
"14160","Cacna1h","CACNA1H"
"14161","Gatad1","GATAD1"
"14162","Itgad","ITGAD"
"14163","Spata5","SPATA5"
"14164","Pcbp4","PCBP4"
"14165","Chst5","CHST6"
"14166","Ip6k2","IP6K2"
"14167","Egln1","EGLN1"
"14168","Abhd4","ABHD4"
"14169","Atp13a2","ATP13A2"
"14170","Prdm15","PRDM15"
"14171","Golph3","GOLPH3"
"14172","Smoc1","SMOC1"
"14173","Rtp4","RTP4"
"14174","Atl2","ATL2"
"14175","Cdh24","CDH24"
"14176","Pim3","PIM3"
"14177","Usp46","USP46"
"14178","Papolg","PAPOLG"
"14179","Nsd3","NSD3"
"14180","Slc9a3r2","SLC9A3R2"
"14182","Yipf5","YIPF5"
"14183","Tnfsf13","TNFSF13"
"14184","Pank1","PANK1"
"14185","Npffr2","NPFFR2"
"14186","Camkv","CAMKV"
"14187","Tmprss3","TMPRSS3"
"14188","Ddx50","DDX50"
"14189","Wdr25","WDR25"
"14190","Slc52a2","SLC52A2"
"14191","Vcpkmt","VCPKMT"
"14192","Galnt14","GALNT14"
"14193","Tnfaip8l2","TNFAIP8L2"
"14194","Pank3","PANK3"
"14195","Dhx40","DHX40"
"14196","Nars2","NARS2"
"14197","Vash2","VASH2"
"14198","Ttc21b","TTC21B"
"14199","Nek11","NEK11"
"14200","Zfp157","ZNF613"
"14201","Cped1","CPED1"
"14202","Dnajb14","DNAJB14"
"14203","Dock5","DOCK5"
"14204","Mogat2","MOGAT2"
"14205","Rubcnl","RUBCNL"
"14206","Sik3","SIK3"
"14207","Ninl","NINL"
"14208","Pbx4","PBX4"
"14209","Pcbd1","PCBD1"
"14210","Mrps22","MRPS22"
"14211","Timm50","TIMM50"
"14212","Ormdl3","ORMDL3"
"14213","Rbm4b","RBM4B"
"14214","Nkapl","NKAPL"
"14215","Duoxa2","DUOXA2"
"14216","Fam220a","FAM220A"
"14217","Mrps24","MRPS24"
"14218","Slc25a30","SLC25A30"
"14219","Narf","NARF"
"14220","Kirrel3","KIRREL3"
"14221","LOC100125364","C6orf120"
"14222","Atp5mc2","ATP5MC2"
"14223","Otub2","OTUB2"
"14224","Gsto2","GSTO2"
"14225","Haghl","HAGHL"
"14226","Dennd6b","DENND6B"
"14227","Tlcd2","TLCD2"
"14228","Slc25a33","SLC25A33"
"14232","Tssk4","TSSK4"
"14233","Tbc1d9","TBC1D9"
"14235","Slc39a5","SLC39A5"
"14236","Rrp1b","RRP1B"
"14237","Calr3","CALR3"
"14238","Nabp1","NABP1"
"14239","Herc3","HERC3"
"14240","Fam243a","FAM243A"
"14241","Fam243a","FAM243B"
"14242","Chmp4bl1","CHMP4B"
"14244","Zdhhc20","ZDHHC20"
"14245","Mdh1b","MDH1B"
"14246","Tmco4","TMCO4"
"14247","Prr7","PRR7"
"14249","Ropn1","ROPN1"
"14250","Acsbg2","ACSBG2"
"14251","Slco5a1","SLCO5A1"
"14252","Itga1","ITGA1"
"14253","Pgk2","PGK2"
"14254","Slc19a1","SLC19A1"
"14255","Apool","APOOL"
"14256","Gigyf1","GIGYF1"
"14257","Mark4","MARK4"
"14258","Ano3","ANO3"
"14259","Gucd1","GUCD1"
"14260","Slc25a18","SLC25A18"
"14261","Sv2c","SV2C"
"14262","Kalrn","KALRN"
"14263","Ghsr","GHSR"
"14264","Pcdhga8","PCDHGA8"
"14265","Capns2","CAPNS2"
"14266","Brsk1","BRSK1"
"14267","Nt5c1a","NT5C1A"
"14268","Spink7","SPINK7"
"14269","Fam126a","FAM126A"
"14270","Cndp1","CNDP1"
"14271","Cbr4","CBR4"
"14272","LOC682102","C1orf94"
"14273","Gal3st3","GAL3ST3"
"14274","Acp4","ACP4"
"14275","Septin8","SEPTIN8"
"14276","Abcc12","ABCC12"
"14277","Mboat1","MBOAT1"
"14278","Vars2","VARS2"
"14279","Abcc10","ABCC10"
"14280","Ppm1n","PPM1N"
"14281","Slc2a12","SLC2A12"
"14282","Wdr5","WDR5"
"14283","Txnrd3","TXNRD3"
"14284","Yif1b","YIF1B"
"14285","Mob1b","MOB1B"
"14286","Itprip","ITPRIP"
"14287","Itprip","ITPRIP"
"14288","LOC102553962","ZNF764"
"14289","Vangl2","VANGL2"
"14290","Tssk3","TSSK3"
"14291","Slc25a25","SLC25A25"
"14292","Esco1","ESCO1"
"14293","RGD1562794","ESCO1"
"14294","Galnt13","GALNT13"
"14295","Niban1","NIBAN1"
"14296","Azin2","AZIN2"
"14297","Wnt16","WNT16"
"14301","Msi2","MSI2"
"14302","Necab2","NECAB2"
"14303","Cpa5","CPA5"
"14305","Trpm3","TRPM3"
"14306","Zdhhc14","ZDHHC14"
"14307","Ephx4","EPHX4"
"14308","Tmem120b","TMEM120B"
"14309","Dis3l2","DIS3L2"
"14310","Avl9","AVL9"
"14311","Pnpla7","PNPLA7"
"14313","Lrig3","LRIG3"
"14314","Slc35f3","SLC35F3"
"14315","Slc7a6","SLC7A6"
"14316","Septin6","SEPTIN6"
"14317","Snx32","SNX32"
"14318","Slc8a3","SLC8A3"
"14319","Slco4c1","SLCO4C1"
"14320","Enpp6","ENPP6"
"14321","Lhx8","LHX8"
"14322","Unkl","UNKL"
"14323","Tmppe","TMPPE"
"14324","Slc39a13","SLC39A13"
"14325","Chd3","CHD3"
"14326","Tmprss11a","TMPRSS11A"
"14327","LOC100909461","ZNF280B"
"14328","LOC100909869","ZNF280B"
"14329","Zfp280b","ZNF280B"
"14330","Ttbk2","TTBK2"
"14331","Efcab5","EFCAB5"
"14332","Abracl","ABRACL"
"14333","Tent4b","TENT4B"
"14334","Wtip","WTIP"
"14335","Zfp704","ZNF704"
"14336","Zfand2a","ZFAND2A"
"14337","Slc25a47","SLC25A47"
"14338","Sptssb","SPTSSB"
"14339","Mfsd14b","MFSD14B"
"14340","Smim14","SMIM14"
"14342","Vom1r21","VN1R4"
"14343","Sgsm1","SGSM1"
"14345","Med16","MED16"
"14346","Zfp551","ZNF551"
"14347","Tm4sf19","TM4SF19"
"14349","Cdk15","CDK15"
"14350","Adamtsl1","ADAMTSL1"
"14351","Cecr2","CECR2"
"14352","Tanc2","TANC2"
"14353","Skor2","SKOR2"
"14354","Dhrs13","DHRS13"
"14356","Tmem184a","TMEM184A"
"14357","Zscan25","ZSCAN25"
"14358","Diras1","DIRAS1"
"14359","Mob3c","MOB3C"
"14360","Zfp867","ZNF627"
"14361","Slc44a3","SLC44A3"
"14362","Slc5a8","SLC5A8"
"14363","Rab7b","RAB7B"
"14364","Glyat","GLYAT"
"14365","Stard13","STARD13"
"14366","Olr812","OR2A5"
"14368","Olr374","OR10Q1"
"14369","LOC686660","OR52W1"
"14371","Olr1432","OR11L1"
"14372","Olr799","OR9A4"
"14373","Olr1521","OR4D2"
"14378","Olr1121","OR1M1"
"14379","Olr413","OR1J4"
"14384","Olr339","OR5B21"
"14386","Olr536","OR8I2"
"14393","Olr172","OR52N2"
"14395","Olr69","OR51G2"
"14396","Tars3","TARS3"
"14397","Slc5a10","SLC5A10"
"14398","Erich6","ERICH6"
"14399","Egflam","EGFLAM"
"14400","Got1l1","GOT1L1"
"14401","Zfp664","ZNF664"
"14402","Zfp583","ZNF583"
"14403","Pm20d1","PM20D1"
"14404","Ccnyl1","CCNYL1"
"14406","Zfp300","ZNF567"
"14407","Scube3","SCUBE3"
"14408","Col24a1","COL24A1"
"14409","Ebf4","EBF4"
"14410","Nkain2","NKAIN2"
"14411","Apcdd1l","APCDD1L"
"14412","Nlrp5","NLRP5"
"14413","Pank2","PANK2"
"14414","Zbtb8b","ZBTB8B"
"14415","Cpne7","CPNE7"
"14416","Kremen2","KREMEN2"
"14417","Galntl6","GALNTL6"
"14418","Ralgps1","RALGPS1"
"14419","Serhl2","SERHL2"
"14420","Cep68","CEP68"
"14421","Adamts18","ADAMTS18"
"14424","Lrtm2","LRTM2"
"14425","Ncoa7","NCOA7"
"14426","Serinc5","SERINC5"
"14427","Ip6k3","IP6K3"
"14429","Krt78","KRT78"
"14430","Dnd1","DND1"
"14431","Fam124b","FAM124B"
"14432","Ccdc149","CCDC149"
"14433","Clvs1","CLVS1"
"14434","Rttn","RTTN"
"14435","Eogt","EOGT"
"14436","Arhgap44","ARHGAP44"
"14437","Prss58","PRSS58"
"14438","Taar9","TAAR9"
"14440","Rspo4","RSPO4"
"14441","Cbx7","CBX7"
"14442","Tmtc1","TMTC1"
"14443","Togaram2","TOGARAM2"
"14444","Zfp629","ZNF629"
"14445","Zfp12","ZNF12"
"14446","Trarg1","TRARG1"
"14447","Slc15a5","SLC15A5"
"14448","Zfp385c","LOC100507656"
"14449","Mettl24","METTL24"
"14450","Pla2g4e","PLA2G4E"
"14451","Dsg4","DSG4"
"14452","Lrrtm2","LRRTM2"
"14454","Bsx","BSX"
"14455","Rgmb","RGMB"
"14456","Tmprss11f","TMPRSS11F"
"14457","Stk32a","STK32A"
"14458","Nsun3","NSUN3"
"14459","Ccdc85a","CCDC85A"
"14460","Qsox2","QSOX2"
"14461","Bcl9l","BCL9L"
"14462","Ankdd1a","ANKDD1A"
"14463","Kif9","KIF9"
"14465","Ap1s3","AP1S3"
"14466","Nanos3","NANOS3"
"14467","Slc23a3","SLC23A3"
"14468","Prr14l","PRR14L"
"14469","Mafa","MAFA"
"14470","Dcaf17","DCAF17"
"14471","Csmd3","CSMD3"
"14472","Sh2d6","SH2D6"
"14473","Lrrc75b","LRRC75B"
"14474","Lrrc75a","LRRC75A"
"14476","Kctd1","KCTD1"
"14478","Cenps","CENPS"
"14479","Cenps","CENPS-CORT"
"14480","Otud3","OTUD3"
"14481","Rprml","RPRML"
"14482","Myh7b","MYH7B"
"14483","Ush2a","USH2A"
"14485","Shisa6","SHISA6"
"14486","Mroh5","MROH5"
"14488","LOC686030","C2orf66"
"14489","Mast3","MAST3"
"14490","Hecw2","HECW2"
"14491","Tnrc6b","TNRC6B"
"14492","Efr3b","EFR3B"
"14493","Strip2","STRIP2"
"14494","Marchf4","MARCHF4"
"14496","Mysm1","MYSM1"
"14497","Arl9","ARL9"
"14498","Olr81","OR52J3"
"14499","Olr83","OR52J3"
"14500","Awat1","AWAT1"
"14501","Mylk4","MYLK4"
"14502","Pitpnm3","PITPNM3"
"14503","Klhl29","KLHL29"
"14504","Aopep","AOPEP"
"14507","Arrdc5","ARRDC5"
"14510","Zyg11a","ZYG11A"
"14511","Mkrn2os","MKRN2OS"
"14512","Arhgef5","ARHGEF5"
"14513","Fat1","FAT1"
"14514","Yjefn3","YJEFN3"
"14516","Tmem185a","TMEM185A"
"14517","Skida1","SKIDA1"
"14519","Pabpc4l","PABPC4L"
"14520","Col28a1","COL28A1"
"14523","Rnf217","RNF217"
"14524","Lurap1","LURAP1"
"14525","Fbxo43","FBXO43"
"14526","Olr194","OR52L1"
"14527","Olr196","OR52L1"
"14528","Olr132","OR51B6"
"14531","Olr1605","OR2T2"
"14532","Olr1605","OR2T35"
"14534","Olr411","OR1J1"
"14535","Ano4","ANO4"
"14536","Fam135b","FAM135B"
"14537","Krt80","KRT80"
"14538","Plxnb2","PLXNB2"
"14540","Rbm44","RBM44"
"14541","Klhdc9","KLHDC9"
"14542","Ddhd2","DDHD2"
"14543","Zcchc24","ZCCHC24"
"14544","Trim72","TRIM72"
"14545","Sp9","SP9"
"14547","Pde4dip","PDE4DIP"
"14548","Lipn","LIPN"
"14549","Bpifb4","BPIFB4"
"14550","Tmem250","TMEM250"
"14551","Tex36","TEX36"
"14552","Fam149b1","FAM149B1"
"14553","LOC684395","PRR23A"
"14554","Prr23a","PRR23A"
"14555","Olr1602","OR6Y1"
"14556","Ano9","ANO9"
"14557","Nemp2","NEMP2"
"14558","Mdc1","MDC1"
"14559","Lnp1","LNP1"
"14560","Ticrr","TICRR"
"14561","Dnah1","DNAH1"
"14562","Ccdc146","CCDC146"
"14563","Erich6b","ERICH6B"
"14564","Fam110d","FAM110D"
"14566","Ahnak","AHNAK"
"14567","Cby3","CBY3"
"14568","Fabp12","FABP12"
"14570","NMS","NMS"
"14571","Epha10","EPHA10"
"14572","Iqcf6","IQCF6"
"14573","Ak9","AK9"
"14574","Samd3","SAMD3"
"14575","C3","C3"
"14576","Col4a3","COL4A3"
"14577","Cyp1b1","CYP1B1"
"14578","Gba","GBA"
"14579","Lcat","LCAT"
"14580","Myh7","MYH7"
"14581","Rhag","RHAG"
"14582","Rlbp1","RLBP1"
"14583","Slc2a2","SLC2A2"
"14584","Abcc8","ABCC8"
"14585","Tcof1","TCOF1"
"14586","Tnnt2","TNNT2"
"14587","Aqp1","AQP1"
"14588","Abcc2","ABCC2"
"14589","Ctsk","CTSK"
"14590","Cybb","CYBB"
"14591","Mat1a","MAT1A"
"14592","Pon1","PON1"
"14593","Amh","AMH"
"14594","Cyp1a1","CYP1A1"
"14595","Cyp21a1","CYP21A2"
"14596","Opn1mw","OPN1LW"
"14597","Hbb","HBB"
"14598","Hbb-b1","HBB"
"14599","Hbb-bs","HBB"
"14600","LOC100134871","HBB"
"14601","Rho","RHO"
"14602","Ryr1","RYR1"
"14603","Serpine1","SERPINE1"
"14604","Htr2a","HTR2A"
"14605","Cxcr1","CXCR1"
"14606","Adh5","ADH5"
"14607","Adh6","ADH6"
"14608","Adra1a","ADRA1A"
"14609","Aldh1a3","ALDH1A3"
"14610","Atp4a","ATP4A"
"14611","Cyp1a2","CYP1A2"
"14612","Cyp2e1","CYP2E1"
"14613","Cyp2j4","CYP2J2"
"14614","Cyp24a1","CYP24A1"
"14615","Hpgd","HPGD"
"14616","Impdh1","IMPDH1"
"14617","Klkb1","KLKB1"
"14618","Ppp3r1","PPP3R1"
"14619","Rarb","RARB"
"14620","Rpl23","RPL23"
"14621","Rpl18a","RPL18A"
"14622","Rpl19","RPL19"
"14623","LOC100360781","RPL37"
"14624","LOC100360841","RPL37"
"14625","Rpl37","RPL37"
"14627","Slc35d2","SLC35D2"
"14628","Hexd","HEXD"
"14629","LOC102553294","ZSCAN22"
"14630","Tlr9","TLR9"
"14631","Cpb1","CPB1"
"14633","Kcnc1","KCNC1"
"14634","Duox1","DUOX1"
"14636","Lipf","LIPF"
"14637","Rab5a","RAB5A"
"14638","Ran","RAN"
"14639","Ugt2b17","UGT2B17"
"14640","Rps9","RPS9"
"14641","Rps24","RPS24"
"14642","Rps28","RPS28"
"14643","Ryr3","RYR3"
"14644","Tf","TF"
"14645","Tkt","TKT"
"14646","Aoc1","AOC1"
"14647","Anpep","ANPEP"
"14648","Anxa4","ANXA4"
"14649","Aox1","AOX1"
"14650","Aqp8","AQP8"
"14651","Entpd6","ENTPD6"
"14652","Entpd3","ENTPD3"
"14653","Cdc6","CDC6"
"14654","Cds1","CDS1"
"14655","Chd1","CHD1"
"14656","Chd4","CHD4"
"14657","Ap2b1","AP2B1"
"14658","Decr1","DECR1"
"14659","Dnase2","DNASE2"
"14663","Faah","FAAH"
"14664","Faahl","FAAH"
"14665","Fmo5","FMO5"
"14666","Hdac2","HDAC2"
"14667","Hspb2","HSPB2"
"14668","Mpped2","MPPED2"
"14669","Slc25a6","SLC25A6"
"14670","Arf3","ARF3"
"14671","Rhog","RHOG"
"14672","Atp12a","ATP12A"
"14673","Atp6v1b1","ATP6V1B1"
"14674","Atp6v0c","ATP6V0C"
"14675","Ca5a","CA5A"
"14676","Cdk1","CDK1"
"14677","Ckmt2","CKMT2"
"14678","Clcn4","CLCN4"
"14679","Cps1","CPS1"
"14680","Cryab","CRYAB"
"14681","Ddr1","DDR1"
"14682","Eno3","ENO3"
"14683","Enpep","ENPEP"
"14684","Fmo4","FMO4"
"14685","Gfpt1","GFPT1"
"14686","Gnal","GNAL"
"14687","Golga1","GOLGA1"
"14688","Golga4","GOLGA4"
"14689","Gspt1","GSPT1"
"14690","LOC100911685","GSPT1"
"14691","Hal","HAL"
"14692","Kcnh1","KCNH1"
"14693","Krt32","KRT32"
"14694","Kb23","KRT83"
"14695","Rpsa","RPSA"
"14696","Mageb3","MAGEB3"
"14697","Myh8","MYH8"
"14698","Nrdc","NRDC"
"14699","Ntsr1","NTSR1"
"14700","Olr1512","OR3A2"
"14701","Pdk2","PDK2"
"14702","Pgd","PGD"
"14703","Pik3cg","PIK3CG"
"14704","Ppat","PPAT"
"14705","Ppp6c","PPP6C"
"14706","Prps1","PRPS1"
"14707","Klk6","KLK6"
"14708","Rars1","RARS1"
"14709","Reg1a","REG1A"
"14710","Ring1","RING1"
"14711","LOC100362927","RPA3"
"14712","Rpa3","RPA3"
"14713","Ryk","RYK"
"14714","Sctr","SCTR"
"14715","Slc22a2","SLC22A2"
"14716","Slc22a5","SLC22A5"
"14717","Smarcc1","SMARCC1"
"14718","Snrpn","SNRPN"
"14719","Sox2","SOX2"
"14720","Supt4h1","SUPT4H1"
"14721","Tcea2","TCEA2"
